timestamp,temperature,humidity,light,pH,electrical_conductivity
2025-03-07 00:00:00,23.02,52.02,582.98,6.85,0.631
2025-03-07 00:00:05,24.35,51.4,957.66,7.54,1.908
2025-03-07 00:00:10,21.76,58.73,538.51,7.72,1.329
2025-03-07 00:00:15,22.01,53.1,933.39,7.82,1.185
2025-03-07 00:00:20,21.28,43.1,674.53,6.21,1.74
2025-03-07 00:00:25,24.57,45.18,847.43,7.79,0.627
2025-03-07 00:00:30,21.01,41.78,337.86,7.97,1.067
2025-03-07 00:00:35,21.71,49.14,723.83,6.75,1.566
2025-03-07 00:00:40,24.9,41.95,885.64,7.12,1.7
2025-03-07 00:00:45,22.94,58.53,470.86,7.43,0.567
2025-03-07 00:00:50,21.35,54.4,815.78,6.82,1.732
2025-03-07 00:00:55,22.25,46.13,469.58,7.25,0.59
2025-03-07 00:01:00,20.71,42.48,117.61,6.88,1.756
2025-03-07 00:01:05,25.0,46.2,461.85,7.49,0.57
2025-03-07 00:01:10,20.47,49.21,226.75,6.49,1.534
2025-03-07 00:01:15,22.65,53.54,271.24,7.08,0.507
2025-03-07 00:01:20,24.75,59.27,601.84,6.23,1.33
2025-03-07 00:01:25,24.48,57.82,576.49,6.17,1.63
2025-03-07 00:01:30,24.58,54.59,943.7,7.28,1.141
2025-03-07 00:01:35,23.04,43.89,879.58,7.94,1.054
2025-03-07 00:01:40,22.0,53.08,207.46,7.66,1.929
2025-03-07 00:01:45,20.02,57.63,442.76,7.33,1.083
2025-03-07 00:01:50,23.87,43.9,560.99,6.14,0.784
2025-03-07 00:01:55,23.21,51.38,893.28,6.84,1.507
2025-03-07 00:02:00,22.95,45.67,191.88,6.14,1.525
2025-03-07 00:02:05,24.45,45.98,700.68,6.35,1.337
2025-03-07 00:02:10,23.05,42.07,142.87,7.05,1.186
2025-03-07 00:02:15,24.63,46.32,317.61,6.39,1.057
2025-03-07 00:02:20,24.45,42.05,362.28,6.73,1.132
2025-03-07 00:02:25,23.21,40.33,735.34,6.08,1.962
2025-03-07 00:02:30,22.28,41.71,868.05,6.98,1.838
2025-03-07 00:02:35,22.09,52.69,703.97,6.29,1.041
2025-03-07 00:02:40,23.8,42.24,753.27,6.08,1.962
2025-03-07 00:02:45,22.89,55.47,673.39,6.7,0.692
2025-03-07 00:02:50,20.83,40.53,308.26,6.74,0.57
2025-03-07 00:02:55,23.85,49.35,716.16,6.14,1.867
2025-03-07 00:03:00,21.5,59.13,266.44,6.05,1.676
2025-03-07 00:03:05,22.68,54.73,600.52,7.89,1.041
2025-03-07 00:03:10,21.9,41.13,158.64,7.06,1.544
2025-03-07 00:03:15,20.72,57.77,595.99,6.72,1.387
2025-03-07 00:03:20,21.76,49.64,249.66,6.66,0.999
2025-03-07 00:03:25,22.11,47.71,469.6,7.49,0.952
2025-03-07 00:03:30,23.69,42.63,323.06,6.01,1.97
2025-03-07 00:03:35,21.94,40.59,437.89,6.41,1.296
2025-03-07 00:03:40,23.38,40.69,842.92,7.29,1.869
2025-03-07 00:03:45,22.09,53.23,221.72,7.62,1.112
2025-03-07 00:03:50,23.91,47.75,478.63,7.96,0.942
2025-03-07 00:03:55,20.88,51.93,852.58,6.16,1.005
2025-03-07 00:04:00,22.86,52.61,789.46,6.24,0.579
2025-03-07 00:04:05,23.09,42.05,538.83,7.23,1.581
2025-03-07 00:04:10,23.67,52.22,427.46,6.07,1.185
2025-03-07 00:04:15,20.11,59.2,631.89,7.8,0.869
2025-03-07 00:04:20,24.68,44.94,381.66,6.93,1.952
2025-03-07 00:04:25,24.36,58.53,201.21,6.34,1.745
2025-03-07 00:04:30,21.0,55.69,303.35,7.81,1.12
2025-03-07 00:04:35,24.31,53.52,775.83,7.25,1.016
2025-03-07 00:04:40,24.4,44.8,126.36,6.7,0.562
2025-03-07 00:04:45,24.25,42.46,232.59,7.68,0.874
2025-03-07 00:04:50,23.4,42.29,470.85,7.79,1.391
2025-03-07 00:04:55,24.18,46.35,778.81,6.92,1.023
2025-03-07 00:05:00,20.79,55.83,319.94,6.04,1.842
2025-03-07 00:05:05,20.09,46.0,253.48,6.44,1.186
2025-03-07 00:05:10,20.45,53.5,580.35,7.52,0.791
2025-03-07 00:05:15,21.41,48.94,354.78,6.31,0.847
2025-03-07 00:05:20,24.93,56.1,411.12,6.43,1.034
2025-03-07 00:05:25,22.02,52.31,826.0,7.13,1.78
2025-03-07 00:05:30,21.4,53.35,871.59,6.4,1.282
2025-03-07 00:05:35,22.51,41.32,572.92,6.36,1.793
2025-03-07 00:05:40,24.37,50.56,309.4,7.44,1.896
2025-03-07 00:05:45,22.8,44.43,714.22,7.71,1.721
2025-03-07 00:05:50,24.6,41.25,471.79,7.35,1.352
2025-03-07 00:05:55,22.3,44.63,802.45,7.67,0.685
2025-03-07 00:06:00,22.17,49.65,743.56,6.73,0.811
2025-03-07 00:06:05,22.16,49.81,343.56,7.59,0.859
2025-03-07 00:06:10,22.88,51.99,107.52,6.37,1.594
2025-03-07 00:06:15,22.97,48.17,647.36,7.19,1.017
2025-03-07 00:06:20,22.84,40.22,157.52,7.76,0.707
2025-03-07 00:06:25,21.63,59.19,969.63,6.07,1.448
2025-03-07 00:06:30,20.32,49.73,160.75,6.8,1.202
2025-03-07 00:06:35,21.55,54.98,509.73,6.71,1.79
2025-03-07 00:06:40,22.54,40.27,104.25,6.47,0.515
2025-03-07 00:06:45,22.87,48.77,925.18,6.23,1.158
2025-03-07 00:06:50,20.46,43.95,778.45,6.75,0.84
2025-03-07 00:06:55,22.47,50.31,400.8,6.98,0.637
2025-03-07 00:07:00,24.94,52.65,401.44,7.51,0.847
2025-03-07 00:07:05,22.82,48.95,622.14,7.14,0.706
2025-03-07 00:07:10,24.83,56.31,446.11,7.69,0.925
2025-03-07 00:07:15,23.32,57.22,220.22,7.78,1.233
2025-03-07 00:07:20,24.34,55.16,548.58,6.67,1.547
2025-03-07 00:07:25,22.62,41.56,688.79,7.1,1.136
2025-03-07 00:07:30,21.0,49.47,516.06,7.86,0.852
2025-03-07 00:07:35,22.72,48.02,623.71,6.28,1.618
2025-03-07 00:07:40,24.15,48.92,957.13,7.67,0.798
2025-03-07 00:07:45,20.53,45.09,575.86,7.03,1.026
2025-03-07 00:07:50,21.01,47.72,928.99,7.05,1.812
2025-03-07 00:07:55,24.04,51.95,582.27,6.23,1.822
